; interval lengths generated from: Benchmark/CTC-SP2-1996-3.1-cln.swf
; the first field is the interval length and the second is start time
; statistical data included at the end of the file
;
937	588530
75	521059
35268	657141
29493	360879
29063	361307
33707	366796
47451	332165
49724	355305
61578	324757
54611	324946
34208	361413
50008	329466
47467	340926
431	390918
29962	360041
563	390651
35436	360213
1759	386142
3468	387947
42198	345665
43899	346141
468	396312
43116	350427
40723	350616
60130	355526
55625	355838
54680	355892
57305	358356
54919	358444
44329	358463
17129	368965
7315	364647
6906	364903
46	390386
50	390404
330	377007
226	377112
11850	377843
940	379657
62	378424
75	378802
16762	379808
320	380248
78	380350
39	380728
65	380745
71	380800
58	381205
5108	381349
61	381367
599	381723
52	382577
335	383325
43	385812
2241	387255
72	396216
12937	397031
4053	405045
19663	405034
314	405059
4930	405079
6058	404676
9615	405100
1117	404693
1850	405126
1685	407034
649	405230
2017	407079
6727	409220
167	403711
313	403878
433	404528
4935	405318
19370	405334
19351	405352
4446	405627
4192	408455
18764	405908
18743	405960
18665	406028
18556	406115
17029	407052
647	407103
228	407337
206	408474
3807	407129
3916	407374
3807	408495
5681	407738
79	407827
124	407894
164	408517
2633	408754
77	408295
242	408894
417	408366
16128	408564
2541	408911
1058	409274
901	409309
696	409360
8625	415974
2087	415993
2461	416011
103	416029
804	416049
8489	416071
310	416088
8578	416106
8576	416127
8549	416146
8504	416165
8412	416184
8394	416202
84	416221
334	416240
5598	416260
8315	416281
8293	416299
8278	416322
8243	416344
8312	416367
8200	416385
50	416408
45	416426
44	416443
2969	416466
106	416499
8168	416519
6220	416553
7998	416586
7762	416759
3659	416871
812	416905
586	416956
404	417971
2622	417101
1364	417445
58	417584
6846	417670
99	417953
44	417990
6657	418011
52	418029
6512	418047
6488	418065
6473	418083
6434	418123
3943	420615
3914	420643
8727	428645
7240	428663
8748	428680
68	418195
6187	418402
1690	418679
16427	428698
315	419016
23033	428735
5446	419074
23065	428751
22183	429589
941	420661
4908	419689
3076	421627
2801	421898
68	421920
3348	428768
3815	420784
576	421941
84	428787
51	421195
2589	422009
1991	421456
3055	421646
4250	432155
43310	436655
13808	437433
6230	437450
869	422634
72	428803
1835	428821
40	428922
335	428938
29019	429607
45625	429011
53	429623
61800	429709
93	430677
269	452574
283	452909
14922	430695
51378	430712
52249	430731
54359	430818
52514	432173
54637	432189
54040	432207
946	432224
7724	432243
32448	432263
64845	441256
7320	443724
52476	432282
56926	432301
45103	432318
44888	432339
50773	432355
6580	433409
46473	439866
86	437500
44576	437518
13562	437536
42	432373
2038	432457
52	434745
70	435950
44540	437553
57597	439997
50795	440067
51445	440084
51188	440102
46971	440120
41011	440137
36577	440235
18350	441280
12334	437570
79	435969
41011	441298
3340	434827
7685	437588
1480	437606
119	435987
427	436003
85	437624
13227	441317
33778	445187
7711	437645
10489	437667
267	436096
3442	437771
127	451605
15462	441335
23700	441353
9574	441370
64838	443740
10035	443757
41	436023
41	436286
41	436342
41	436498
46	436567
58	437685
42	437702
14622	437789
7417	453232
50	437806
36240	443774
1348	453282
5903	453301
6027	453949
341	451934
54	451796
56	437945
690	438170
38302	443793
56	438309
1293	438519
18149	445205
10840	445222
36500	445635
42	443811
68	445529
32	451105
1874	443830
11898	443880
507	452033
474	451892
70	445961
94	451914
341	446360
213	452054
341	447068
34652	447445
16133	454698
1858	448259
1482	456107
1678	457651
2179	459276
2857	452080
3948	452099
4977	459296
7708	453254
2219	448824
13926	459359
350	451437
248	452117
567	453325
14853	454576
543	454999
14752	454593
42595	454610
577	454856
1239	455583
213	456070
1433	456157
1432	456309
1432	456870
42131	456887
33224	456905
21254	459313
41857	458800
35826	458887
30941	460694
1435	461188
15247	461606
19246	462165
40	463338
64836	463787
64838	463959
582	464685
28086	466242
64838	466336
166	470453
70	470563
687	470629
7528	471571
13616	473253
35789	477090
404	478292
349	479155
23744	479883
105	479965
2338	480719
45	483482
50783	483564
5879	483734
603	483864
64840	483883
64839	484055
148	485178
13554	486842
50679	487059
743	487969
4795	488540
36012	488851
85	489162
339	489179
1643	489505
127	489647
80	489665
15356	489779
10848	489825
15346	489847
33904	505226
338	490256
641	490358
46	490391
52	490620
57	490907
334	491070
376	491624
85	491636
78	491958
1710	492013
24468	492049
821	492101
83	492138
5705	505292
106	492364
24604	492413
104	492451
404	492476
51	492616
15689	505311
42	492927
53	492963
587	493114
3646	493287
44628	493462
50938	493515
1836	493567
57339	493585
61766	493653
53388	503706
7492	500468
5517	505329
77	503725
8285	507712
24078	509473
4022	494738
67	494842
14452	494980
49214	503743
48	495031
4963	495222
60	499099
8557	503761
1837	496138
78	496990
11734	497010
58094	505050
1570	497480
99	510937
94	511064
3667	500721
5115	497874
7118	497997
335	508029
1817	498283
85	511084
102	511112
47	498810
4648	498939
8103	516049
7395	499336
1951	533603
59302	503867
2088	499653
44	499670
9061	539189
9012	539214
8460	540479
8527	540500
8466	542317
8839	546335
8878	548316
13537	511262
96	504977
1530	553160
1554	553363
1665	553693
1791	554750
1766	555006
1898	555430
1856	555883
1885	556839
1804	557411
2198	548358
2199	548780
2203	548945
2210	549019
2280	549089
2249	550596
2247	550839
2258	551020
3238	501700
2300	551194
2351	551288
3874	503780
3911	503886
3845	521191
3806	524215
3835	524857
3821	525091
3819	528059
3865	528747
3872	528973
3841	531920
3922	532651
3984	532879
157	502268
7539	511182
7544	511281
7545	512807
7522	512925
7502	518772
7550	518893
7557	520403
7546	520513
7562	523003
7523	526326
7575	526499
7555	527999
7531	528113
7559	530615
7791	533622
7671	533899
7745	534128
58067	505069
7823	534390
7838	534410
7992	534430
10226	506153
17011	505088
25341	512766
50134	512786
50055	505159
2240	747944
2204	710897
14447	506171
583	503820
67	503843
643	504125
84	504439
33120	512827
431	506777
79	507854
6560	507261
1241	507876
55235	507894
39	563278
41	563298
32956	508083
50766	512366
50287	512849
50197	512945
4377	558763
46	507912
82	535611
50168	512966
5232	512987
36	563173
4544	513007
943	516429
82	508892
293	513886
63	521081
386	514240
83	516448
995	552293
146	514680
79	535630
82	535650
53	514852
43	514989
641	516557
13957	515152
78	540341
45	516577
560	535747
21657	535776
4457	535838
43	516648
80	517258
46417	516720
79	517408
3772	535858
46070	517066
21827	517280
14448	536652
465	517297
5650	517368
5248	540637
3312	517388
7708	517535
2632	517554
3578	536948
63	517572
14451	537794
77	541459
69	541591
69	541705
70	541817
73	541932
73	541951
73	542044
70	542087
70	542164
14168	517589
2557	521209
36040	517697
36136	517826
35266	517848
36549	524233
73	518483
338	545920
45	518606
2054	518699
2511	520458
42398	520734
6555	556587
557	522139
13587	520876
18121	520997
470	521229
814	521248
674	521267
7330	521284
18795	523486
73	528902
214	540362
76	540520
13611	542223
139	529010
397	528077
49	528150
181	528206
4356	558784
1019	529573
967	529611
823	529759
76	530211
32258	530873
32161	530970
240	531395
52	531616
15781	531636
9848	531997
31143	532018
29940	533193
487	533419
38	563393
35	563412
38	563455
16206	535288
536	558804
54	536671
1253	557823
1261	559148
1261	560489
1265	561820
44	563608
49	563715
608	589579
24546	538586
24308	538829
21845	541287
21244	541892
15659	547472
9920	553214
6526	556604
6511	556624
6493	556643
6473	556662
6450	556679
6465	556698
77	545195
116	545330
54	545551
46	547052
58	547194
151	547368
153	547575
161	547761
442	548852
426	549329
422	549809
6450	556715
1	563357
6325	556816
1	563492
34	565928
43246	588130
3942	588150
50182	588174
64837	588189
62372	588207
3807	588225
55006	588245
44224	588263
56489	588487
145	589532
7294	589552
10788	589593
54875	589614
54666	589774
46	589808
54076	589829
56386	589847
5722	589687
30575	589881
3694	589901
15312	590034
57245	590287
4094	590247
4042	590309
761	590344
148	692492
45398	750252
30060	590448
45338	750275
1254	590751
1302	594719
7540	590941
7550	590960
20674	590996
47882	592045
24433	592086
36043	591625
649	596479
2279	591779
2189	591902
7630	592066
539	850876
18833	592104
47013	592123
558	592142
3650	592283
1850	592507
89	592857
64	593048
1539	593123
1502	593663
13170	593288
87	594096
2012	594384
2005	594401
2004	594418
1977	594453
798	594741
64837	595153
1369	596087
1260	596695
21918	595563
75	595801
107	596285
219	596461
108	597502
5702	597291
11423	597309
13201	603931
414	599933
5440	597814
53959	603695
5815	597856
5392	597873
10211	597891
760	597910
655	598081
186	692513
4465	599951
604	599971
8761	600422
10537	600446
10513	600468
10348	600487
8608	600508
10500	600526
8554	609240
8587	610871
8649	611043
8676	611062
579	600808
336	601292
42531	601342
142	601472
490	603290
641	601560
1673	602243
345	611120
38	602520
193	602884
2401	603076
34362	622568
37397	808163
52	603878
5439	603948
47	604612
417	604912
15931	605603
5896	605736
7717	608167
425	606503
2240	607195
5402	608185
2439	608203
5440	609179
43981	610996
144	609197
60	608220
72	609218
5970	608239
13823	608723
388	609007
43203	611701
12951	609259
43078	611718
40467	614707
3632	609281
27002	609513
69	609890
1247	621250
79	610691
288	610269
1326	626494
1379	627899
1464	629336
1512	630873
32457	622588
5317	610890
49876	629359
4236	611081
65	611155
390	611271
3048	629377
7519	611542
7543	611558
7585	611576
7580	611593
2188	617170
2158	617858
2219	619415
1474	619729
