; interval lengths generated from: Benchmark/SDSC-DS-2004-2.1-cln.swf
; the first field is the interval length and the second is start time
; statistical data included at the end of the file
;
8418	2255308
66681	2181668
34	2172543
8713	2164212
8308	2164213
8308	2164213
8308	2164213
8307	2164214
8307	2164214
8307	2164214
8307	2164214
8307	2164214
8306	2164215
8305	2164216
8306	2164215
8305	2164216
8304	2164217
8305	2164216
8305	2164216
8268	2164253
8304	2164217
8236	2164285
8268	2164253
8236	2164285
8236	2164285
8236	2164285
8236	2164285
7737	2164784
8235	2164286
8235	2164286
8235	2164286
8235	2164286
8235	2164286
8235	2164286
8234	2164287
8234	2164287
8234	2164287
8234	2164287
8234	2164287
8233	2164288
8234	2164287
8233	2164288
8233	2164288
8233	2164288
8232	2164289
8233	2164288
8233	2164288
32080	2165970
13	2172508
360	2172605
328	2172637
328	2172637
327	2172638
327	2172638
326	2172639
326	2172639
325	2172640
324	2172641
325	2172640
323	2172642
323	2172642
324	2172641
321	2172644
321	2172644
322	2172643
322	2172643
319	2172646
319	2172646
320	2172645
317	2172648
319	2172646
318	2172647
318	2172647
316	2172649
317	2172648
316	2172649
316	2172649
315	2172650
314	2172651
313	2172652
315	2172650
314	2172651
312	2172653
312	2172653
313	2172652
310	2172655
311	2172654
311	2172654
311	2172654
310	2172655
309	2172656
309	2172656
169	2172720
170	2172720
169	2172721
1667	2246682
2204	2173105
2171	2173138
2172	2173138
2171	2173139
2171	2173139
2169	2173140
2169	2173140
2169	2173140
2168	2173142
2168	2173141
2169	2173141
2168	2173142
2167	2173143
2168	2173142
2167	2173143
2164	2173145
2164	2173145
2166	2173144
2166	2173144
2162	2173147
2164	2173146
2165	2173145
2162	2173147
2162	2173148
2163	2173147
2161	2173148
2161	2173149
2161	2173149
2161	2173149
2159	2173151
2160	2173150
2160	2173150
2158	2173151
2157	2173152
2157	2173152
2159	2173151
2155	2173154
2156	2173154
2157	2173153
2157	2173153
2155	2173155
2156	2173154
2155	2173155
18	2173812
350	2174000
350	2174000
350	2174000
18029	2174260
200	2174778
200	2174778
199	2174779
532	2175771
8041	2255715
179	2255333
27	2181105
289	2263780
1475	2246875
51	2241905
245	2194561
344	2241941
626	2219644
626	2219644
626	2220661
626	2220661
161	2221566
163	2222159
162	2222162
165	2222739
163	2222773
43	2223235
43	2223237
44	2223306
48	2223309
43	2223376
11	2236082
17	2236166
103	2237584
21	2241873
11	2242304
11	2239127
11	2239198
21	2241873
31	2242336
311	2242531
33	2243247
33	2243542
347	2248438
79	2264090
541	2248418
618	2248831
42	2248831
21	2250079
51	2250280
42	2250797
260	2264191
625	2252035
26	2252754
26	2252920
215	2253221
28815	2253463
12	2253944
275	2264191
11	2254269
19	2255308
19712	2264463
511	2255171
527	2255171
549	2255171
12	2264191
37	2262848
27	2264190
11	2264804
320	2267041
89	2267777
321	2267960
11	2269396
24707	2293476
11	2270121
30	2271651
21	2271832
21	2271979
159	2272431
199	2272604
198	2273109
9750	2273109
6278	2317790
7718	2285739
8215	2277503
22	2278498
7583	2278563
3498	2278688
6260	2317800
8295	2318184
239	2318187
151	2318187
374	2318187
383	2318433
402	2318588
357	2318835
357	2319021
375	2319264
392	2319390
444	2319679
365	2319789
423	2320130
28809	2320130
2276	2326510
61	2328799
144	2328868
189	2328868
3150	2328869
733	2332045
925	2328870
24	2326641
8211	2332045
629	2328873
525	2328873
11	2328339
20	2328941
1925	2332045
1927	2332045
1925	2332045
1928	2332045
1925	2332045
1927	2332045
1927	2332045
1925	2332045
1927	2332045
1925	2332045
1927	2332045
1927	2332045
1926	2332045
1929	2332045
1927	2332045
1925	2332045
1927	2332045
1927	2332045
1925	2332045
1926	2332045
1925	2332045
1926	2332045
1927	2332045
1925	2332045
1925	2332045
1925	2332045
1925	2332046
1924	2332046
1925	2332046
1929	2332046
1924	2332046
1926	2332046
1925	2332046
1926	2332046
1926	2332046
1923	2332047
1925	2332047
1923	2332047
1923	2332047
1923	2332047
1928	2332047
1923	2332047
10	2329121
157	2329950
78	2341080
521	2341079
17	2335240
260	2335632
6528	2341181
17	2336410
16	2336507
343	2336539
17	2336572
11	2336962
16	2337058
146	2337247
242	2337280
3535	2337535
17	2337567
17	2337766
17	2337829
17	2337987
78	2338249
2601	2341180
2602	2341180
2601	2341180
2602	2341180
2601	2341180
2602	2341180
2602	2341180
2601	2341181
2601	2341180
2601	2341181
2602	2341180
2601	2341181
2601	2341181
2601	2341181
2601	2341181
2601	2341181
2601	2341181
2601	2341181
2600	2341181
2600	2341181
2601	2341181
2600	2341181
2600	2341181
2600	2341181
2601	2341181
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
2600	2341182
17	2339142
17	2339290
237	2341184
25	2347736
17	2340665
17	2340935
17	2341589
16	2341940
273	2342297
288	2342724
288	2342724
256	2342756
50	2343394
318	2343458
280	2343489
17	2343735
1373	2343766
214	2343862
416	2343864
5012	2347736
5017	2347736
4988	2347765
4988	2347765
4988	2347765
4988	2347765
4988	2347765
4988	2347765
4988	2347765
4987	2347766
4988	2347765
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4987	2347766
4986	2347767
4986	2347767
4986	2347767
4986	2347767
4986	2347767
4986	2347767
4986	2347767
4986	2347767
4986	2347767
33	2344467
33	2344556
21	2344697
236	2344698
17	2344940
17	2345036
17	2345276
18	2345369
17	2345752
17	2345965
76	2346011
76	2346011
16	2346060
16	2346592
17	2346735
27	2346891
62	2346985
159	2347128
164	2347415
178	2347511
35	2349099
156	2353528
1328	2353699
300	2350349
32	2350918
2462	2351045
39233	2353699
39233	2353699
37888	2355044
13735	2379197
37888	2355044
37889	2355044
37889	2355044
37889	2355044
37889	2355044
37889	2355044
37888	2355045
37889	2355044
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
37888	2355045
